DATAHORA,NUM_OCORRENCIA,COD_TIPO_OCORRENCIA,DESC_TIPO_OCORRENCIA,COD_SUBTIPO_OCORRENCIA,DESC_SUBTIPO_OCORRENCIA,BAIRRO,MUNICIPIO,ENDERECO,REFERENCIA,AREA,Y,X,LATITUDE,LONGITUDE,Ano,Mes,Dia,date,Hora_Completa,Periodo,lat,lng
20210103225100ES,M11833189,HOMICIDI,HOMICIDIO,default,,,,,,2BPM,914936127,24483871,-768926803489.769,-35313118657298,2021,01,03,03-01-2021,10:51:00 PM,Noite,-7.68926803489769,-35.5313118657298
20210103225501ES,M11833209,AGRESSAO,AGRESSAO,AGR1D,FISICA COM LESAO CORPORAL,,,,,2BPM,914936127,24483871,-768926803489.769,-35313118657298,2021,01,03,03-01-2021,10:55:00 PM,Noite,-7.68926803489769,-35.5313118657298
20210104135854ES,M11834145,AMEACA,AMEACA,AMEACA1,VERBAL,JARDIM ATLANTICO,OLINDA,R  RUI BARBOSA 728,PRÃ“XIMO AO MERCADO POPULAR/ FITEIRO DE CELSO,1BPM,911777213,29655148,-797713211790.939,-34845770450107,2021,01,04,04-01-2021,1:58:00 PM,Tarde,-7.97713211790939,-34.4845770450107
20210104143504ES,M11834171,ENTORPEC,ENTORPECENTES E DROGAS AFINS,ENTORP6,PORTE,SANTA TEREZA,OLINDA,R  MONTE CASTELO 150,MERCADINHO ESTRELA DO MAR/BAR DO JACARÃ‰,1BPM,911271175,29526847,-802282964494.836,-348576134388389,2021,01,04,04-01-2021,2:35:00 PM,Tarde,-8.02282964494836,-34.8576134388389
20210105104601ES,M11835313,RECEPTAC,RECEPTACAO,default,,JARDIM PIEDADE,JABOATÃƒO DOS GUARARAPES,R  C 75,PROX AO TI DO LORETO ,6BPM,909732535,28731238,-816159564897.394,-349304369369377,2021,01,05,05-01-2021,10:46:00 AM,Manhã,-8.16159564897394,-34.9304369369377
20210105210917ES,M11835945,AGRESSAO,AGRESSAO,MARIADAPENHA,MARIA DA PENHA,MALAQUIAS,CABO DE SANTO AGOSTINHO,R  DEZ 127,COLEGIO EDVALDO MARTINS ,18BPM,908431593,27695812,-827873864238.185,-350249737198978,2021,01,05,05-01-2021,9:09:00 PM,Noite,-8.27873864238185,-35.0249737198978
20210105213546ES,M11835992,ASSISTEN,ASSISTENCIA (PM / PC / BM),AMSDS1,A POLICIAL MILITAR,,,,,6CIPM,911823857,22253496,-796938122535.191,-35516869655155,2021,01,05,05-01-2021,9:35:00 PM,Noite,-7.96938122535191,-35.5516869655155
20210105211430ES,M11835954,ROUBO,ROUBO,12F,DE VEICULO,PASSARINHO,RECIFE,ROD  BR-101,DEFRONTE O BARILOCHE ,11BPM,911844741,28829971,-797068690647.985,-349205772857563,2021,01,05,05-01-2021,9:14:00 PM,Noite,-7.97068690647985,-34.9205772857563
20210105214036ES,M11836004,ESTUPRO,ESTUPRO,default,,CAJUEIRO SECO,JABOATÃƒO DOS GUARARAPES,R  NOVA 82,NA RUA DO CANAL / FARMACIA DO CANAL,6BPM,909572803,28652208,-817600155701.416,-349376768767557,2021,01,05,05-01-2021,9:40:00 PM,Noite,-8.17600155701416,-34.9376768767557
20210106151651ES,M11836807,ATRITO_V,ATRITO VERBAL,MARIADAPENHA,MARIA DA PENHA,CHA DA TABUA,SÃƒO LOURENÃ‡O DA MATA,R  ARUBA 50,"ANTES DA CAIXA D'AGUA, ARMAZEM DE CONSTRUÃ‡ÃƒO",20BPM,911629108,27623569,-798965817270.785,-350300744282756,2021,01,06,06-01-2021,3:16:00 PM,Tarde,-7.98965817270785,-35.0300744282756
20210106154317ES,M11836844,ENTORPEC,ENTORPECENTES E DROGAS AFINS,ENTORP7,TRAFICO,SUCUPIRA,JABOATÃƒO DOS GUARARAPES,R DAS ORQUIDEAS 121, COLEGIO D. PEDRO DE ALCANTRA/ASSEMBLEIA DE DEUS,25BPM,910183644,28286984,-812062087987.964,-349705436184793,2021,01,06,06-01-2021,3:43:00 PM,Tarde,-8.12062087987964,-34.9705436184793
20210106154711ES,M11836850,AMEACA,AMEACA,AMEACA1,VERBAL,,,,,2BPM,914936127,24483871,-768926803489.769,-35313118657298,2021,01,06,06-01-2021,3:47:00 PM,Tarde,-7.68926803489769,-35.5313118657298
20210106154713ES,M11836851,ENTORPEC,ENTORPECENTES E DROGAS AFINS,ENTORP8,USO,PONTE DOS CARVALHOS,CABO DE SANTO AGOSTINHO,AV  TRES 589,LOCAL: VILA ESPERANÃ‡A/AO LADO DA CAPELA STO ANTÃ”NIO ,18BPM,908097390,28492570,-83093110869.339,-349528153849504,2021,01,06,06-01-2021,3:47:00 PM,Tarde,-8.83093110869339,-34.9528153849504
20210107075403ES,M11837789,INVASAO,INVASAO ,14A,A DOMICILIO,,,,,5BPM,896038382,-32803633,-932487779559.662,-405196421179546,2021,01,07,07-01-2021,7:54:00 AM,Manhã,-9.32487779559662,-40.5196421179546
20210107080000ES,M11837790,ATRITO_V,ATRITO VERBAL,default,,CASA AMARELA,RECIFE,R  ALEXANDRINO 303,TERMINAL DE ONIBUS ALTO SANTA ISABEL ,11BPM,911263117,28828238,-802326735341.077,-349209805642437,2021,01,07,07-01-2021,8:00:00 AM,Manhã,-8.02326735341077,-34.9209805642437
20210108181209ES,M11839620,ENTORPEC,ENTORPECENTES E DROGAS AFINS,ENTORP7,TRAFICO,,,,,5BPM,896038382,-32803633,-932487779559.662,-405196421179546,2021,01,08,08-01-2021,6:12:00 PM,Noite,-9.32487779559662,-40.5196421179546
20210108181518ES,M11839625,DIRECAO2,DIRECAO PERIGOSA DE VEICULO,default,,,,,,14BPM,911845930,-7606639,-794216611278.255,-382197434607745,2021,01,08,08-01-2021,6:15:00 PM,Noite,-7.94216611278255,-38.2197434607745
20210109015820ES,M11840910,PERTUBAC,PERTURBACAO TRABALHO OU SOSSEGO,VEICULO,VEICULO EM VIA PUBLICA,,,,,10CIP,904090723,25880402,-867022542891.995,-351919352274429,2021,01,09,09-01-2021,1:58:00 AM,Madrugada,-8.67022542891995,-35.1919352274429
20210109015922ES,M11840913,EMBRIAGU,EMBRIAGUEZ ALCOOLICA,default,,CENTRO(PAULISTA),PAULISTA,AV MAL FLORIANO PEIXOTO 881,DE FRENTE AO FORUM DE PAULISTA ,17BPM,912180266,29284172,-794054217654.741,-348792486189962,2021,01,09,09-01-2021,1:59:00 AM,Madrugada,-7.94054217654741,-34.8792486189962
20210109031435ES,M11841052,DESOBEDI,DESOBEDIENCIA / DESRESPEITO / DESACATO,AUTORIDADE,A AUTORIDADE,,,,,24BPM,912197398,12790021,-792955467370.416,-363741316477206,2021,01,09,09-01-2021,3:14:00 AM,Madrugada,-7.92955467370416,-36.3741316477206
20210109031456ES,M11841055,ARROMBAM,ARROMBAMENTO,EST_COMERCIAL,ESTABELECIMENTO COMERCIAL,ENGENHO DO MEIO,RECIFE,R  ANTONIO CURADO,BARBEARIA PG BARBER SHOPPING/MERCADO ENGENHO,12BPM,910933294,28606041,-805298974576.586,-349412751036345,2021,01,09,09-01-2021,3:14:00 AM,Madrugada,-8.05298974576586,-34.9412751036345
20210109173744ES,M11841993,ENTORPEC,ENTORPECENTES E DROGAS AFINS,ENTORP1,CULTIVO,,,,,10BPM,902991326,20323990,-876632663291.361,-356972544458122,2021,01,09,09-01-2021,5:37:00 PM,Tarde,-8.76632663291361,-35.6972544458122
20210109173801ES,M11841995,PERTUBAC,PERTURBACAO TRABALHO OU SOSSEGO,BAR,BAR,ESPINHEIRO,RECIFE,R DA HORA 355,EMPÃ“RIO SERTANEJO/ PIZZARIA PALERMO,13BPM,911034350,29136982,-804407883507.911,-348930736312671,2021,01,09,09-01-2021,5:38:00 PM,Tarde,-8.04407883507911,-34.8930736312671
20210110125653ES,M11845146,PERTUBAC,PERTURBACAO TRABALHO OU SOSSEGO,RESIDENCIA,RESIDENCIA,BOA VISTA,RECIFE,R BR_DE SAO BORJA 162,3Â° CASA ANTES DE CHEGAR NA RUA JOSE DE ALENCAR ,16BPM,910855302,29178429,-806028307095.036,-348893892477526,2021,01,10,10-01-2021,12:56:00 PM,Tarde,-8.06028307095036,-34.8893892477526
20210110132946ES,M11845186,PERTUBAC,PERTURBACAO TRABALHO OU SOSSEGO,RESIDENCIA,RESIDENCIA,SANTO AMARO,RECIFE,R  VOLTA DO SINO 252,PRX A IGREJA PENTECOSTAL ,16BPM,911080654,29312960,-803996594199.237,-34877092326209,2021,01,10,10-01-2021,1:29:00 PM,Tarde,-8.03996594199237,-34.4877092326209
20210110222632ES,M11847035,DISPARO1,DISPARO DE ARMA DE FOGO,default,,IMBIRIBEIRA,RECIFE,R ENG JOSE APOLINARIO 479,PRX A PADARIA MIRAMAR,19BPM,910547960,28967391,-808797943886.332,-349086624954549,2021,01,10,10-01-2021,10:26:00 PM,Noite,-8.08797943886332,-34.9086624954549
20210110222817ES,M11847049,FURTO,FURTO,11H,OUTRO,TORREAO,RECIFE,AV  NORTE 1617,DESCIDA DO VIADUTO DA AV NORTE,13BPM,911069659,29219572,-804092116544.824,-348855675896111,2021,01,10,10-01-2021,10:28:00 PM,Noite,-8.04092116544824,-34.8855675896111
20210111101839ES,M11848077,ENTORPEC,ENTORPECENTES E DROGAS AFINS,ENTORP7,TRAFICO,JARDIM FRAGOSO,OLINDA,R  BAMBU 204,FAVELA BEIRA RIO,1BPM,911656686,29638364,-798802193053.548,-34847341584579,2021,01,11,11-01-2021,10:18:00 AM,Manhã,-7.98802193053548,-34.4847341584579
20210111101912ES,M11848078,AMEACA,AMEACA,AMEACA1,VERBAL,,,,,9BPM,899128580,8795177,-910604026643.426,-367473518189581,2021,01,11,11-01-2021,10:19:00 AM,Manhã,-9.10604026643426,-36.7473518189581
20210111101916ES,M11848079,AGRESSAO,AGRESSAO,AGR1F,OUTRAS,,,,,3BPM,905784389,3327904,-850021884520.259,-372368407276293,2021,01,11,11-01-2021,10:19:00 AM,Manhã,-8.50021884520259,-37.2368407276293
20210111101546ES,M11848073,AGRESSAO,AGRESSAO,AGR1F,OUTRAS,PASSARINHO,OLINDA,R DR NATERCIO DE HOLANDA 90,NOVA QUITANDA /  PADARIA PANCADÃƒO ,1BPM,911643719,28948634,-798890998865.342,-349099004918826,2021,01,11,11-01-2021,10:15:00 AM,Manhã,-7.98890998865342,-34.9099004918826
20210111101614ES,M11848075,ROUBO,ROUBO,12G,A TRANSEUNTE,CORDEIRO,RECIFE,AV  CAXANGA,EM FRENTE INTEGRAÃ‡ÃƒO GETULIO VARGAS ,13BPM,911006662,28759754,-804642276842.091,-349273013364316,2021,01,11,11-01-2021,10:16:00 AM,Manhã,-8.04642276842091,-34.9273013364316
20210111103017ES,M11848089,AGRESSAO,AGRESSAO,MARIADAPENHA,MARIA DA PENHA,BARRO,RECIFE,R  LUDGERO DA PAZ 05,IGREJA CATOLICA DO BARRO  /ESTAÃ‡ÃƒO DOS ,12BPM,910470891,28601761,-809479034692.453,-349418630411722,2021,01,11,11-01-2021,10:30:00 AM,Manhã,-8.09479034692453,-34.9418630411722
20210111104157ES,M11848100,PORTE,PORTE ILEGAL DE ARMA,default,,,,,,2BPM,914936127,24483871,-768926803489.769,-35313118657298,2021,01,11,11-01-2021,10:41:00 AM,Manhã,-7.68926803489769,-35.5313118657298
20210111215828ES,M11848873,AGRESSAO,AGRESSAO,MARIADAPENHA,MARIA DA PENHA,ILHA JOANA BEZERRA,RECIFE,R DO CAMPO 260,MERCADINHO DA LEIDE ,16BPM,910719807,29047097,-807247737771.685,-349013593422974,2021,01,11,11-01-2021,9:58:00 PM,Noite,-8.07247737771685,-34.9013593422974
20210111221808ES,M11848891,AMEACA,AMEACA,MARIADAPENHA,MARIA DA PENHA,TORROES,RECIFE,R  TOTA VENTURA,CAOMPO DE RODA DE FOGO / CASA NÂº 415,12BPM,910923722,28657973,-805387734835.888,-349365687811881,2021,01,11,11-01-2021,10:18:00 PM,Noite,-8.05387734835888,-34.9365687811881
20210112234902ES,M11850386,AMEACA,AMEACA,MARIADAPENHA,MARIA DA PENHA,JANGA,PAULISTA,R DR LUIS IGNACIO DE ANDRADE LIMA 1111,TERMINAL DE ONIBUS ,17BPM,912432514,29821848,-791795414842.059,-348303894209676,2021,01,12,12-01-2021,11:49:00 PM,Noite,-7.91795414842059,-34.8303894209676
20210112235628ES,M11850402,AVERIGUA,AVERIGUACAO DE SUSPEITO,default,,,,,,5BPM,896038382,-32803633,-932487779559.662,-405196421179546,2021,01,12,12-01-2021,11:56:00 PM,Noite,-9.32487779559662,-40.5196421179546
20210112235631ES,M11850403,RECAPTURA,CAPTURA DE PRESO,default,,,,,,21BPM,908993440,24721578,-822649844784.902,-35294568511098,2021,01,12,12-01-2021,11:56:00 PM,Noite,-8.22649844784902,-35.5294568511098
20210112235950ES,M11850404,AMEACA,AMEACA,AMEACA2,COM ARMA BRANCA,PILAR,ITAMARACÃ,R  NOVA DESCOBERTA 18,PROX. CAMPO DO CAMPINENSE,26BPM,914388588,29839992,-774111350204.969,-3482797294758,2021,01,12,12-01-2021,11:59:00 PM,Noite,-7.74111350204969,-34.3482797294758
20210112235958ES,M11850405,ASSISTEN,ASSISTENCIA (PM / PC / BM),AMSDS1,A POLICIAL MILITAR,BAIRRO NOVO,OLINDA,AV GOV CARLOS DE LIMA CAVALCANTE 561,HOSPITAL HAPVIDA ,17BPM,911543490,29662840,-799826567102.678,-348451677387841,2021,01,12,12-01-2021,11:59:00 PM,Noite,-7.99826567102678,-34.8451677387841
20210113051014ES,M11850586,ATRITO_V,ATRITO VERBAL,MARIADAPENHA,MARIA DA PENHA,JARDIM JORDAO,JABOATÃƒO DOS GUARARAPES,R  CAMPO SANTO 45,PRAÃ‡A DO CORREGO DA BATALHA*ARMAZÃ‰M DE DADA ,6BPM,909805393,28782914,-815503138698.515,-349257168936958,2021,01,13,13-01-2021,5:10:00 AM,Madrugada,-8.15503138698515,-34.9257168936958
20210113065037ES,M11850617,ATRITO_V,ATRITO VERBAL,default,,CRUZ DE REBOUCAS,IGARASSU,R  JOAO FRANCISCO RIBEIRO 34,ESCOLA DALILA DE MELO FONSECA/ GABI FARMÃCIA,26BPM,912943893,29003704,-787139051800.974,-349043651995306,2021,01,13,13-01-2021,6:50:00 AM,Manhã,-7.87139051800974,-34.9043651995306
20210113134725ES,M11850869,AGRESSAO,AGRESSAO,MARIADAPENHA,MARIA DA PENHA,JANGA,PAULISTA,R  CACHOEIRINHA 448,DENTRO DA PADARIA PAN NATÃLIA NÂº  1230,17BPM,912236454,29846644,-793568963706.439,-34828219184292,2021,01,13,13-01-2021,1:47:00 PM,Tarde,-7.93568963706439,-34.4828219184292
20210113134858ES,M11850871,AMEACA,AMEACA,AMEACA3,COM ARMA DE FOGO,,,,,5BPM,896038382,-32803633,-932487779559.662,-405196421179546,2021,01,13,13-01-2021,1:48:00 PM,Tarde,-9.32487779559662,-40.5196421179546
20210113154034ES,M11850972,ENTORPEC,ENTORPECENTES E DROGAS AFINS,ENTORP7,TRAFICO,PAISSANDU,RECIFE,R  PAISSANDU 633,PRAÃ‡A CHORA MENINO  ,16BPM,910838614,29078822,-806174999750.544,-348984314275764,2021,01,13,13-01-2021,3:40:00 PM,Tarde,-8.06174999750544,-34.8984314275764
20210113154052ES,M11850973,FURTO,FURTO,11A,DE VEICULO,,,,,24BPM,912197398,12790021,-792955467370.416,-363741316477206,2021,01,13,13-01-2021,3:40:00 PM,Tarde,-7.92955467370416,-36.3741316477206
20210113161248ES,M11851009,DIRECAO1,DIRECAO DE VEICULO SEM HABILITACAO,default,,,,,,3BPM,905784389,3327903,-85002188442.148,-37236840818238,2021,01,13,13-01-2021,4:12:00 PM,Tarde,-8.85002188442148,-37.7236840818238
20210113161305ES,M11851010,COLISAO1,COLISAO ENTRE VEICULOS,TRAN1A,COM VITIMA FERIDA / LIVRE DE FERRAGENS,,,,,2BPM,914936127,24483871,-768926803489.769,-35313118657298,2021,01,13,13-01-2021,4:13:00 PM,Tarde,-7.68926803489769,-35.5313118657298
20210113195853ES,M11851308,AGRESSAO,AGRESSAO,MARIADAPENHA,MARIA DA PENHA,DOIS UNIDOS,RECIFE,R  JOAO CAVALCANTI PETRIBU 55,CLUBE DO DELEGADO // PONTO DE PREGAÃ‡ÃƒO // BAR ROSINHA,11BPM,911633392,28888722,-798981845686.914,-349153383308111,2021,01,13,13-01-2021,7:58:00 PM,Noite,-7.98981845686914,-34.9153383308111
20210113200712ES,M11851321,DIRECAO1,DIRECAO DE VEICULO SEM HABILITACAO,default,,,,,,10CIP,904090723,25880402,-867022542891.995,-351919352274429,2021,01,13,13-01-2021,8:07:00 PM,Noite,-8.67022542891995,-35.1919352274429
20210113200719ES,M11851322,AGRESSAO,AGRESSAO,MARIADAPENHA,MARIA DA PENHA,CAPIBARIBE,SÃƒO LOURENÃ‡O DA MATA,R  GURJAO 95,APÃ“S A QUADRA DE ESPORTES ,20BPM,911354242,27814767,-801459058563.029,-350128575303274,2021,01,13,13-01-2021,8:07:00 PM,Noite,-8.01459058563029,-35.0128575303274
20210113232956ES,M11851663,AMEACA,AMEACA,MARIADAPENHA,MARIA DA PENHA,FUNDAO,RECIFE,R  CORREGO JOAO CARVOEIRO 172,PROX. AO TERMINAL DE ONIBUS DE AGUA FRIA ,13BPM,911403598,29128828,-801069342312.202,-348936585964854,2021,01,13,13-01-2021,11:29:00 PM,Noite,-8.01069342312202,-34.8936585964854
20210113234025ES,M11851674,AGRESSAO,AGRESSAO,MARIADAPENHA,MARIA DA PENHA,PIEDADE,JABOATÃƒO DOS GUARARAPES,R  SUCUPIRA DO NORTE 284,PROXIMO A CABEÃ‡A CHATA ARMAZÃ‰M/ PADARIA,6BPM,909437617,28496034,-818815440809.744,-349519062178072,2021,01,13,13-01-2021,11:40:00 PM,Noite,-8.18815440809744,-34.9519062178072
20210114104235ES,M11852096,FURTO,FURTO,11B,A ESTABELECIMENTO COMERCIAL,,,,,2BPM,914936127,24483871,-768926803489.769,-35313118657298,2021,01,14,14-01-2021,10:42:00 AM,Manhã,-7.68926803489769,-35.5313118657298
20210114104252ES,M11852097,ESCOLTA,ESCOLTA,ESCOLTA1,DE PRESO,,,,,14BPM,911845930,-7606639,-794216611278.255,-382197434607745,2021,01,14,14-01-2021,10:42:00 AM,Manhã,-7.94216611278255,-38.2197434607745
20210114104133ES,M11852094,AMEACA,AMEACA,default,,ESTANCIA,RECIFE,AV  RECIFE 5010,DEFRONTE DO PORTAO DO MACKO*,12BPM,910578607,28713358,-80851005289.065,-349316933250948,2021,01,14,14-01-2021,10:41:00 AM,Manhã,-8.80851005289065,-34.9316933250948
20210114104135ES,M11852095,ENTORPEC,ENTORPECENTES E DROGAS AFINS,ENTORP8,USO,,,,,11CIP,901743361,15807548,-887588787473.341,-361083104262011,2021,01,14,14-01-2021,10:41:00 AM,Manhã,-8.87588787473341,-36.1083104262011
20210114105115ES,M11852110,CRIANCA,CRIANCA E ADOLESCENTE,CRIAD2,VITIMA,JARDIM JORDAO,JABOATÃƒO DOS GUARARAPES,R  CORREGO DA ROSA 209,IGREJA ASSEMBLEIA DE DEUS ,6BPM,909896194,28656049,-814676788365.594,-349371874881842,2021,01,14,14-01-2021,10:51:00 AM,Manhã,-8.14676788365594,-34.9371874881842
20210114183038ES,M11852579,ATRITO_V,ATRITO VERBAL,MARIADAPENHA,MARIA DA PENHA,,,,,6CIPM,911823857,22253496,-796938122535.191,-35516869655155,2021,01,14,14-01-2021,6:30:00 PM,Noite,-7.96938122535191,-35.5516869655155
20210114214710ES,M11852977,ENTORPEC,ENTORPECENTES E DROGAS AFINS,ENTORP7,TRAFICO,BOA VISTA,RECIFE,R DO HOSPICIO,HOTEL CASTELINHO /PROX AO NÂ° 881,16BPM,910877297,29247366,-805832337516.962,-348831268907938,2021,01,14,14-01-2021,9:47:00 PM,Noite,-8.05832337516962,-34.8831268907938
20210114215950ES,M11853001,LEISECA,DECRETO LEI N 28590 - REDS - PE,default,,,,,,14BPM,911845930,-7606639,-794216611278.255,-382197434607745,2021,01,14,14-01-2021,9:59:00 PM,Noite,-7.94216611278255,-38.2197434607745
20210114215956ES,M11853002,MAUS_TRA,MAUS TRATOS,MAUST3,A ANIMAIS,,,,,11CIP,901743361,15807548,-887588787473.341,-361083104262011,2021,01,14,14-01-2021,9:59:00 PM,Noite,-8.87588787473341,-36.1083104262011
20210114220151ES,M11853007,AMEACA,AMEACA,AMEACA1,VERBAL,NOVA DESCOBERTA,RECIFE,R  IMBAUBA 58,"LARGO DONA REGINA , ------",11BPM,911334623,28775635,-801678065590.616,-349257211346193,2021,01,14,14-01-2021,10:01:00 PM,Noite,-8.01678065590616,-34.9257211346193
20210114220203ES,M11853008,AVERIGUA,AVERIGUACAO DE SUSPEITO,default,,TAMARINEIRA,RECIFE,R CON BARATA,FERREIRA COSTA,11BPM,911190029,29048295,-802996752172.926,-349010523806681,2021,01,14,14-01-2021,10:02:00 PM,Noite,-8.02996752172926,-34.9010523806681
20210114220218ES,M11853009,INVASAO,INVASAO ,14B,A ESTABELECIMENTO COMERCIAL,SANTO AMARO,RECIFE,R DOS PALMARES,ANTIGO RESTAURANTE OI IÃ”,16BPM,910956049,29229264,-805119619791.757,-348847359495606,2021,01,14,14-01-2021,10:02:00 PM,Noite,-8.05119619791757,-34.8847359495606
20210115104550ES,M11853652,DIRECAO2,DIRECAO PERIGOSA DE VEICULO,default,,,,,,9BPM,899128580,8795177,-910604026643.426,-367473518189581,2021,01,15,15-01-2021,10:45:00 AM,Manhã,-9.10604026643426,-36.7473518189581
20210115182844ES,M11854238,ENTORPEC,ENTORPECENTES E DROGAS AFINS,ENTORP6,PORTE,,,,,5BPM,896038382,-32803633,-932487779559.662,-405196421179546,2021,01,15,15-01-2021,6:28:00 PM,Noite,-9.32487779559662,-40.5196421179546
20210115184449ES,M11854267,IMPORTUNACAO,IMPORTUNACAO SEXUAL,MULHER,CONTRA A MULHER,IBURA DE BAIXO,RECIFE,R JORN EDISON REGIS 971,EMPRESA DE Ã”NIBUS PRIME PLUS /,19BPM,910330487,28673484,-81075141703.639,-349354174672514,2021,01,15,15-01-2021,6:44:00 PM,Noite,-8.81075141703639,-34.9354174672514
20210115185037ES,M11854280,ESCOLTA,ESCOLTA,ESCOLTA1,DE PRESO,,,,,21BPM,908993440,24721578,-822649844784.902,-35294568511098,2021,01,15,15-01-2021,6:50:00 PM,Noite,-8.22649844784902,-35.5294568511098
20210115185104ES,M11854281,PERTUBAC,PERTURBACAO TRABALHO OU SOSSEGO,RESIDENCIA,RESIDENCIA,JARDIM PAULISTA ALTO,PAULISTA,R  CENTO E CINQUENTA E SEIS 126,NÂº 126 A / PROX A 2Âª A ESQUERDA APOS A PRAÃ‡A ,17BPM,911977464,29069593,-795878819555.293,-348987913308516,2021,01,15,15-01-2021,6:51:00 PM,Noite,-7.95878819555293,-34.8987913308516
20210115191129ES,M11854320,ENTORPEC,ENTORPECENTES E DROGAS AFINS,ENTORP6,PORTE,,,,,3BPM,905784389,3327904,-850021884520.259,-372368407276293,2021,01,15,15-01-2021,7:11:00 PM,Noite,-8.50021884520259,-37.2368407276293
20210115234340ES,M11855222,PROTECA1,PROTECAO DE PESSOAS,default,,,,,,21BPM,908993440,24721578,-822649844784.902,-35294568511098,2021,01,15,15-01-2021,11:43:00 PM,Noite,-8.22649844784902,-35.5294568511098
20210116004253ES,M11855439,ESTUPRO,ESTUPRO,MARIADAPENHA,MARIA DA PENHA,,,,,14BPM,911845930,-7606639,-794216611278.255,-382197434607745,2021,01,16,16-01-2021,12:42:00 AM,Madrugada,-7.94216611278255,-38.2197434607745
20210116004150ES,M11855437,AGRESSAO,AGRESSAO,AGR1B,POR ARMA BRANCA,,,,,1CIP,904262189,-16534859,-861339794743.825,-390362866705957,2021,01,16,16-01-2021,12:41:00 AM,Madrugada,-8.61339794743825,-39.0362866705957
20210116004222ES,M11855438,PERTUBAC,PERTURBACAO TRABALHO OU SOSSEGO,RESIDENCIA,RESIDENCIA,,,,,10CIP,904090723,25880402,-867022542891.995,-351919352274429,2021,01,16,16-01-2021,12:42:00 AM,Madrugada,-8.67022542891995,-35.1919352274429
20210116004327ES,M11855441,DISPARO2,DISPARO DE ALARME,default,,BOA VISTA,RECIFE,AV CD_DA BOA VISTA 160,EM FRENTE AO CINEMA SÃƒO LUIZ,16BPM,910846217,29255867,-806113672960.534,-348823687721503,2021,01,16,16-01-2021,12:43:00 AM,Madrugada,-8.06113672960534,-34.8823687721503
20210118121839ES,M11863429,AGRESSAO,AGRESSAO,AGR1F,OUTRAS,BOA VIAGEM,RECIFE,AV CNSO AGUIAR,EM FRENTE A CAIXA ECONÃ”MICA/ BANCO BRADESCO,19BPM,910183105,29092112,-81210168043.852,-348975031871925,2021,01,18,18-01-2021,12:18:00 PM,Tarde,-8.81210168043852,-34.8975031871925
20210118121909ES,M11863430,ATRITO_V,ATRITO VERBAL,default,,ARTHUR LUNDGREN II,PAULISTA,R  RIBEIRAO 149,QUADRA 68 | EM FRENTE AO CIRETRAN,17BPM,912343128,29159353,-792576718028.202,-348905001664716,2021,01,18,18-01-2021,12:19:00 PM,Tarde,-7.92576718028202,-34.8905001664716
20210118225330ES,M11864274,AMEACA,AMEACA,default,,VARZEA,RECIFE,AV  AFONSO OLINDENSE 661,SECRETARIA DE EDUCAÃ‡ÃƒO,12BPM,911115842,28444766,-803641755640.242,-349558241610575,2021,01,18,18-01-2021,10:53:00 PM,Noite,-8.03641755640242,-34.9558241610575
20210118232730ES,M11864321,ATRITO_V,ATRITO VERBAL,default,,COHAB,CABO DE SANTO AGOSTINHO,R  VINTE E OITO,FRENTE AO  BAR PARADA OBRIGATORIA / RES. SAO LUCAS ,18BPM,908233411,27661321,-829663779576.395,-350281955864471,2021,01,18,18-01-2021,11:27:00 PM,Noite,-8.29663779576395,-35.0281955864471
20210118234441ES,M11864347,RECEPTAC,RECEPTACAO,default,,,,,,11CIP,901743361,15807548,-887588787473.341,-361083104262011,2021,01,18,18-01-2021,11:44:00 PM,Noite,-8.87588787473341,-36.1083104262011
20210119103810ES,M11864703,APOIO_A,APOIO A OFICIAL DE JUSTICA,default,,,,,,9BPM,899128580,8795177,-910604026643.426,-367473518189581,2021,01,19,19-01-2021,10:38:00 AM,Manhã,-9.10604026643426,-36.7473518189581
20210119123706ES,M11864808,AGRESSAO,AGRESSAO,AGR1D,FISICA COM LESAO CORPORAL,,,,,2BPM,914936127,24483871,-768926803489.769,-35313118657298,2021,01,19,19-01-2021,12:37:00 PM,Tarde,-7.68926803489769,-35.5313118657298
20210119123712ES,M11864809,AGRESSAO,AGRESSAO,MARIADAPENHA,MARIA DA PENHA,JARDIM SAO PAULO,RECIFE,R  LEANDRO BARRETO 355,PROX A PADARIA LAROCK  / PROX A ASSEMBLEIA DE DEUS ,12BPM,910598069,28526783,-808326076203.879,-34948609280821,2021,01,19,19-01-2021,12:37:00 PM,Tarde,-8.08326076203879,-34.4948609280821
20210119121731ES,M11864789,APOIO_PO,APOIO POLICIAL (PM-PC-BM),BM_VITIMA,BOMBEIRO MILITAR / VITIMA,,,,,5BPM,896038382,-32803633,-932487779559.662,-405196421179546,2021,01,19,19-01-2021,12:17:00 PM,Tarde,-9.32487779559662,-40.5196421179546
20210119193324ES,M11865278,ROUBO,ROUBO,12G,A TRANSEUNTE,CENTRO(ABREU E LIMA),ABREU E LIMA,ROD  BR-101,EM FRENTE A IGREJA DO AMOR ,17BPM,912611732,29037064,-790143344738.177,-349014777711477,2021,01,19,19-01-2021,7:33:00 PM,Noite,-7.90143344738177,-34.9014777711477
20210119195343ES,M11865311,DIRECAO2,DIRECAO PERIGOSA DE VEICULO,default,,,,,,14BPM,911845930,-7606639,-794216611278.255,-382197434607745,2021,01,19,19-01-2021,7:53:00 PM,Noite,-7.94216611278255,-38.2197434607745
